# ----------------------------------------
# Report CSV Export
# Account: Clown Monster
# Property: HackerRankSolutions
# ----------------------------------------
# 
# All Users
# Start date: 20201123
# End date: 20210523

Country,Users
Bulgaria,4,4
Ethiopia,4,4
Hungary,4,4
Ireland,4,4
Malaysia,4,4
Peru,4,4
Qatar,4,4
Italy,3,3
Jordan,3,3
Morocco,3,3
Albania,2,2
Bahrain,2,2
Belarus,2,2
Belgium,2,2
Bolivia,2,2
Chile,2,2
Denmark,2,2
Kyrgyzstan,2,2
Lithuania,2,1
Moldova,2,2
New Zealand,2,2
Portugal,2,2
Switzerland,2,2
Uganda,2,2
Zambia,2,2
Afghanistan,1,1
Austria,1,1
Cambodia,1,1
Croatia,1,1
Czechia,1,1
Dominican Republic,1,1
Estonia,1,1
Finland,1,1
Greece,1,1
Kuwait,1,1
Latvia,1,1
Luxembourg,1,1
Madagascar,1,1
Malta,1,1
Mongolia,1,1
North Macedonia,1,1
Panama,1,1
Puerto Rico,1,1
Rwanda,1,1
Senegal,1,1
Sudan,1,1
Syria,1,1
Turkmenistan,1,1
Vanuatu,1,0
Venezuela,1,1
Yemen,1,1

# All Users
# Start date: 20201123
# End date: 20210523

Country,Users,New users,Engaged sessions,Engagement rate,Engaged sessions per user,Average engagement time,Event count,Conversions,Total revenue
India,12562,12398,14165,0.78528661714159,1.1276070689380673,86.57124661678077,126953,0,0
United States,396,384,294,0.6242038216560509,0.7424242424242424,43.23989898989899,2554,0,0
Egypt,81,81,84,0.6829268292682927,1.037037037037037,54.23456790123457,520,0,0
(not set),77,71,45,0.5555555555555556,0.5844155844155844,31.051948051948052,521,0,0
Kazakhstan,75,74,65,0.6914893617021277,0.8666666666666667,43.626666666666665,442,0,0
Pakistan,75,76,78,0.7722772277227723,1.04,114.01333333333334,503,0,0
Russia,60,60,20,0.28169014084507044,0.3333333333333333,23.566666666666666,370,0,0
Vietnam,60,60,76,0.7238095238095238,1.2666666666666666,96.88333333333334,711,0,0
Bangladesh,56,55,57,0.8142857142857143,1.0178571428571428,63.982142857142854,323,0,0
Indonesia,44,43,43,0.7166666666666667,0.9772727272727273,77.8409090909091,384,0,0
Turkey,44,44,40,0.6779661016949152,0.9090909090909091,45,312,0,0
Canada,37,36,37,0.6727272727272727,1,58.432432432432435,286,0,0
Brazil,36,36,45,0.7258064516129032,1.25,88.52777777777777,292,0,0
Sri Lanka,34,34,33,0.7333333333333333,0.9705882352941176,93.97058823529412,387,0,0
United Kingdom,28,27,20,0.6060606060606061,0.7142857142857143,39.857142857142854,152,0,0
Germany,26,26,13,0.5,0.5,41.88461538461539,133,0,0
Singapore,21,19,21,0.4375,1,46.57142857142857,224,0,0
South Africa,21,21,31,0.6458333333333334,1.4761904761904763,274.1904761904762,394,0,0
Colombia,19,19,17,0.6071428571428571,0.8947368421052632,57.526315789473685,175,0,0
Taiwan,19,19,24,0.6666666666666666,1.263157894736842,153.57894736842104,304,0,0
United Arab Emirates,19,19,20,0.6896551724137931,1.0526315789473684,83.36842105263158,144,0,0
South Korea,18,18,15,0.6521739130434783,0.8333333333333334,45,165,0,0
Mexico,17,17,17,0.6296296296296297,1,77.94117647058823,110,0,0
China,16,16,15,0.9375,0.9375,22.125,89,0,0
Netherlands,15,10,13,0.8666666666666667,0.8666666666666667,87.6,279,0,0
Ukraine,14,14,14,0.6666666666666666,1,79.64285714285714,290,0,0
Gambia,13,13,17,0.8947368421052632,1.3076923076923077,156.69230769230768,96,0,0
Nigeria,13,13,10,0.6666666666666666,0.7692307692307693,77.15384615384616,110,0,0
Romania,13,12,11,0.6875,0.8461538461538461,38.46153846153846,62,0,0
France,12,10,10,0.6666666666666666,0.8333333333333334,25.666666666666668,68,0,0
Australia,11,10,11,0.6875,1,38.81818181818182,109,0,0
Spain,11,11,7,0.4375,0.6363636363636364,26.545454545454547,62,0,0
Philippines,10,10,9,0.6923076923076923,0.9,128.6,57,0,0
Israel,9,9,7,0.6363636363636364,0.7777777777777778,32.55555555555556,66,0,0
Nepal,9,9,8,0.7272727272727273,0.8888888888888888,104.66666666666667,53,0,0
Lebanon,8,8,10,0.7142857142857143,1.25,133.25,152,0,0
Saudi Arabia,8,8,8,0.8888888888888888,1,46.5,40,0,0
Thailand,8,8,9,0.75,1.125,48.5,71,0,0
Japan,7,7,5,0.5,0.7142857142857143,9.571428571428571,37,0,0
Oman,7,7,5,0.5555555555555556,0.7142857142857143,59.285714285714285,38,0,0
Poland,7,7,8,0.8888888888888888,1.1428571428571428,79.14285714285714,56,0,0
Uzbekistan,7,7,6,0.8571428571428571,0.8571428571428571,27,34,0,0
Algeria,6,5,4,0.5714285714285714,0.6666666666666666,13.833333333333334,34,0,0
Armenia,6,6,5,0.8333333333333334,0.8333333333333334,41,33,0,0
Azerbaijan,6,6,10,1,1.6666666666666667,120,96,0,0
Palestine,6,6,8,0.8,1.3333333333333333,306.6666666666667,916,0,0
Tunisia,6,6,5,0.625,0.8333333333333334,74.66666666666667,32,0,0
Hong Kong,5,4,6,0.8571428571428571,1.2,190.4,27,0,0
Kenya,5,5,3,0.3333333333333333,0.6,35,34,0,0
Sweden,5,5,7,0.7777777777777778,1.4,91.8,37,0,0
Argentina,4,4,3,0.75,0.75,44,18,0,0
Bulgaria,4,4,2,0.5,0.5,27.25,14,0,0
Ethiopia,4,4,3,0.75,0.75,66,19,0,0
Hungary,4,4,7,1,1.75,330.25,30,0,0
Ireland,4,4,4,1,1,40,28,0,0
Malaysia,4,4,3,0.6,0.75,82.75,53,0,0
Peru,4,4,3,0.75,0.75,57.5,20,0,0
Qatar,4,4,5,1,1.25,30.75,25,0,0
Italy,3,3,1,0.3333333333333333,0.3333333333333333,2.6666666666666665,10,0,0
Jordan,3,3,4,1,1.3333333333333333,53,19,0,0
Morocco,3,3,1,0.25,0.3333333333333333,37.333333333333336,25,0,0
Albania,2,2,1,0.5,0.5,21,8,0,0
Bahrain,2,2,2,1,1,71.5,12,0,0
Belarus,2,2,1,0.5,0.5,10.5,13,0,0
Belgium,2,2,2,0.6666666666666666,1,30.5,13,0,0
Bolivia,2,2,0,0,0,0,8,0,0
Chile,2,2,3,1,1.5,301,55,0,0
Denmark,2,2,1,0.5,0.5,10,8,0,0
Kyrgyzstan,2,2,2,0.6666666666666666,1,24,13,0,0
Lithuania,2,1,1,1,0.5,17,6,0,0
Moldova,2,2,3,0.75,1.5,19.5,16,0,0
New Zealand,2,2,2,1,1,33.5,10,0,0
Portugal,2,2,0,0,0,4,10,0,0
Switzerland,2,2,1,0.3333333333333333,0.5,7.5,12,0,0
Uganda,2,2,1,0.3333333333333333,0.5,19,10,0,0
Zambia,2,2,2,1,1,42.5,8,0,0
Afghanistan,1,1,1,1,1,59,4,0,0
Austria,1,1,1,1,1,174,5,0,0
Cambodia,1,1,1,1,1,11,5,0,0
Croatia,1,1,1,1,1,43,8,0,0
Czechia,1,1,1,1,1,11,8,0,0
Dominican Republic,1,1,1,1,1,65,8,0,0
Estonia,1,1,0,0,0,2,6,0,0
Finland,1,1,1,1,1,16,5,0,0
Greece,1,1,1,1,1,11,5,0,0
Kuwait,1,1,1,1,1,9,5,0,0
Latvia,1,1,1,1,1,34,7,0,0
Luxembourg,1,1,0,0,0,1,6,0,0
Madagascar,1,1,1,1,1,10,5,0,0
Malta,1,1,0,0,0,0,3,0,0
Mongolia,1,1,1,1,1,20,5,0,0
North Macedonia,1,1,1,1,1,60,4,0,0
Panama,1,1,1,1,1,27,5,0,0
Puerto Rico,1,1,2,1,2,190,51,0,0
Rwanda,1,1,1,1,1,33,5,0,0
Senegal,1,1,0,0,0,4,4,0,0
Sudan,1,1,1,1,1,66,7,0,0
Syria,1,1,1,1,1,18,5,0,0
Turkmenistan,1,1,1,1,1,167,12,0,0
Vanuatu,1,0,0,0,0,43,18,0,0
Venezuela,1,1,1,1,1,58,13,0,0
Yemen,1,1,1,1,1,39,5,0,0
